Station Name,TORONTO,,,,,,
Province,ONTARIO,,,,,,
Latitude,43.67,,,,,,
Longitude,-79.4,,,,,,
Elevation,112.5,,,,,,
Climate Identifier,6158350,,,,,,
WMO Identifier,71266,,,,,,
TC Identifier,,,,,,,
,,,,,,,
Legend,,,,,,,
B,More than one occurrence and estimated,,,,,,
E,Estimated,,,,,,
M,Missing,,,,,,
S,More than one occurrence,,,,,,
T,Trace,,,,,,
[empty],No data available,,,,,,
^,The value displayed is based on incomplete data,,,,,,
,,,,,,,
Date/Time,Year,Month,Mean Temp (°C),,,,
1840-01,1840,1,,,,,
1840-02,1840,2,,,,,
1840-03,1840,3,1.2,,,,
1840-04,1840,4,6.7,,,,
1840-05,1840,5,12.4,,,,
1840-06,1840,6,15.8,,,,
1840-07,1840,7,19.5,,,,
1840-08,1840,8,19,,,,
1840-09,1840,9,12.6,,,,
1840-10,1840,10,7.4,,,,
1840-11,1840,11,2.1,,,,
1840-12,1840,12,-4.9,,,,
1841-01,1841,1,-4.5,,,,
1841-02,1841,2,-5.5,,,,
1841-03,1841,3,-2.3,,,,
1841-04,1841,4,4.3,,,,
1841-05,1841,5,11,,,,
1841-06,1841,6,19.4,,,,
1841-07,1841,7,19.2,,,,
1841-08,1841,8,18.7,,,,
1841-09,1841,9,16.1,,,,
1841-10,1841,10,5.7,,,,
1841-11,1841,11,1.3,,,,
1841-12,1841,12,-2,,,,
1842-01,1842,1,-2.9,,,,
1842-02,1842,2,-2.2,,,,
1842-03,1842,3,2.7,,,,
1842-04,1842,4,7,,,,
1842-05,1842,5,10.2,,,,
1842-06,1842,6,14.5,,,,
1842-07,1842,7,18.6,,,,
1842-08,1842,8,19.5,,,,
1842-09,1842,9,13.8,,,,
1842-10,1842,10,7.8,,,,
1842-11,1842,11,1,,,,
1842-12,1842,12,-3.8,,,,
1843-01,1843,1,-2.2,,,,
1843-02,1843,2,-8.6,,,,
1843-03,1843,3,-5.8,,,,
1843-04,1843,4,5.1,,,,
1843-05,1843,5,10.8,,,,
1843-06,1843,6,14.8,,,,
1843-07,1843,7,19,,,,
1843-08,1843,8,19.4,,,,
1843-09,1843,9,16.4,,,,
1843-10,1843,10,6.4,,,,
1843-11,1843,11,0.7,,,,
1843-12,1843,12,-0.7,,,,
1844-01,1844,1,-6.5,,,,
1844-02,1844,2,-3.6,,,,
1844-03,1844,3,0.2,,,,
1844-04,1844,4,9.3,,,,
1844-05,1844,5,13.2,,,,
1844-06,1844,6,16.1,,,,
1844-07,1844,7,19.5,,,,
1844-08,1844,8,18.4,,,,
1844-09,1844,9,15.4,,,,
1844-10,1844,10,6.6,,,,
1844-11,1844,11,1.9,,,,
1844-12,1844,12,-2.1,,,,
1845-01,1845,1,-3.2,,,,
1845-02,1845,2,-3.5,,,,
1845-03,1845,3,1.6,,,,
1845-04,1845,4,5.8,,,,
1845-05,1845,5,10.3,,,,
1845-06,1845,6,15.9,,,,
1845-07,1845,7,19.2,,,,
1845-08,1845,8,19.4,,,,
1845-09,1845,9,12.8,,,,
1845-10,1845,10,7.5,,,,
1845-11,1845,11,2.6,,,,
1845-12,1845,12,-6.3,,,,
1846-01,1846,1,-3.8,,,,
1846-02,1846,2,-7.5,,,,
1846-03,1846,3,-0.3,,,,
1846-04,1846,4,6.5,,,,
1846-05,1846,5,13.2,,,,
1846-06,1846,6,17.3,,,,
1846-07,1846,7,20.4,,,,
1846-08,1846,8,19.9,,,,
1846-09,1846,9,17.3,,,,
1846-10,1846,10,7.2,,,,
1846-11,1846,11,5.1,,,,
1846-12,1846,12,-2.8,,,,
1847-01,1847,1,-5.4,,,,
1847-02,1847,2,-5.7,,,,
1847-03,1847,3,-3.3,,,,
1847-04,1847,4,3.3,,,,
1847-05,1847,5,11.5,,,,
1847-06,1847,6,14.5,,,,
1847-07,1847,7,19.9,,,,
1847-08,1847,8,17.8,,,,
1847-09,1847,9,13,,,,
1847-10,1847,10,6.9,,,,
1847-11,1847,11,3.5,,,,
1847-12,1847,12,-2,,,,
1848-01,1848,1,-2.7,,,,
1848-02,1848,2,-2.9,,,,
1848-03,1848,3,-2.2,,,,
1848-04,1848,4,4.9,,,,
1848-05,1848,5,12.1,,,,
1848-06,1848,6,16.4,,,,
1848-07,1848,7,18,,,,
1848-08,1848,8,19.6,,,,
1848-09,1848,9,12.2,,,,
1848-10,1848,10,7.6,,,,
1848-11,1848,11,0.9,,,,
1848-12,1848,12,-1.5,,,,
1849-01,1849,1,-7.4,,,,
1849-02,1849,2,-7.6,,,,
1849-03,1849,3,0.4,,,,
1849-04,1849,4,3.3,,,,
1849-05,1849,5,8.9,,,,
1849-06,1849,6,16.7,,,,
1849-07,1849,7,19.3,,,,
1849-08,1849,8,18.2,,,,
1849-09,1849,9,14.2,,,,
1849-10,1849,10,7.7,,,,
1849-11,1849,11,5.6,,,,
1849-12,1849,12,-3.6,,,,
1850-01,1850,1,-1.9,,,,
1850-02,1850,2,-4,,,,
1850-03,1850,3,-1.7,,,,
1850-04,1850,4,3.3,,,,
1850-05,1850,5,9.8,,,,
1850-06,1850,6,17.3,,,,
1850-07,1850,7,20.8,,,,
1850-08,1850,8,19,,,,
1850-09,1850,9,12.8,,,,
1850-10,1850,10,6.5,,,,
1850-11,1850,11,2.9,,,,
1850-12,1850,12,-5.6,,,,
1851-01,1851,1,-4.5,,,,
1851-02,1851,2,-2.6,,,,
1851-03,1851,3,0.4,,,,
1851-04,1851,4,5,,,,
1851-05,1851,5,10.7,,,,
1851-06,1851,6,15.1,,,,
1851-07,1851,7,18.4,,,,
1851-08,1851,8,17.3,,,,
1851-09,1851,9,14.9,,,,
1851-10,1851,10,8.6,,,,
1851-11,1851,11,-0.1,,,,
1851-12,1851,12,-6.3,,,,
1852-01,1852,1,-8,,,,
1852-02,1852,2,-5.3,,,,
1852-03,1852,3,-3.5,,,,
1852-04,1852,4,3.1,,,,
1852-05,1852,5,10.6,,,,
1852-06,1852,6,15.8,,,,
1852-07,1852,7,18.8,,,,
1852-08,1852,8,18.2,,,,
1852-09,1852,9,13.4,,,,
1852-10,1852,10,8.8,,,,
1852-11,1852,11,1.6,,,,
1852-12,1852,12,-0.2,,,,
1853-01,1853,1,-5.6,,,,
1853-02,1853,2,-5.3,,,,
1853-03,1853,3,-1.5,,,,
1853-04,1853,4,4.9,,,,
1853-05,1853,5,9.8,,,,
1853-06,1853,6,17.9,,,,
1853-07,1853,7,18.5,,,,
1853-08,1853,8,19.9,,,,
1853-09,1853,9,14.8,,,,
1853-10,1853,10,6.2,,,,
1853-11,1853,11,3.1,,,,
1853-12,1853,12,-4.3,,,,
1854-01,1854,1,-5.9,,,,
1854-02,1854,2,-7,,,,
1854-03,1854,3,-1.3,,,,
1854-04,1854,4,4.1,,,,
1854-05,1854,5,10,,,,
1854-06,1854,6,16.8,,,,
1854-07,1854,7,22,,,,
1854-08,1854,8,20,,,,
1854-09,1854,9,16.1,,,,
1854-10,1854,10,10.1,,,,
1854-11,1854,11,1.8,,,,
1854-12,1854,12,-5.6,,,,
1855-01,1855,1,-3.9,,,,
1855-02,1855,2,-10,,,,
1855-03,1855,3,-2.2,,,,
1855-04,1855,4,5.9,,,,
1855-05,1855,5,11.9,,,,
1855-06,1855,6,15.5,,,,
1855-07,1855,7,20.2,,,,
1855-08,1855,8,18,,,,
1855-09,1855,9,15.2,,,,
1855-10,1855,10,6.5,,,,
1855-11,1855,11,2.9,,,,
1855-12,1855,12,-3.4,,,,
1856-01,1856,1,-9.8,,,,
1856-02,1856,2,-10.2,,,,
1856-03,1856,3,-5.7,,,,
1856-04,1856,4,5.6,,,,
1856-05,1856,5,10.1,,,,
1856-06,1856,6,16.7,,,,
1856-07,1856,7,21,,,,
1856-08,1856,8,17.5,,,,
1856-09,1856,9,13.5,,,,
1856-10,1856,10,7,,,,
1856-11,1856,11,2.2,,,,
1856-12,1856,12,-5.5,,,,
1857-01,1857,1,-12.1,,,,
1857-02,1857,2,-2.2,,,,
1857-03,1857,3,-3.1,,,,
1857-04,1857,4,1.9,,,,
1857-05,1857,5,9.4,,,,
1857-06,1857,6,14.1,,,,
1857-07,1857,7,20.1,,,,
1857-08,1857,8,18.2,,,,
1857-09,1857,9,14.4,,,,
1857-10,1857,10,7.1,,,,
1857-11,1857,11,0.7,,,,
1857-12,1857,12,-1.1,,,,
1858-01,1858,1,-1.4,,,,
1858-02,1858,2,-8.1,,,,
1858-03,1858,3,-1.4,,,,
1858-04,1858,4,5.2,,,,
1858-05,1858,5,9.3,,,,
1858-06,1858,6,18.5,,,,
1858-07,1858,7,19.9,,,,
1858-08,1858,8,19.7,,,,
1858-09,1858,9,15.2,,,,
1858-10,1858,10,9.9,,,,
1858-11,1858,11,1.1,,,,
1858-12,1858,12,-2.6,,,,
1859-01,1859,1,-4.1,,,,
1859-02,1859,2,-3.5,,,,
1859-03,1859,3,2.4,,,,
1859-04,1859,4,4.4,,,,
1859-05,1859,5,12.9,,,,
1859-06,1859,6,14.7,,,,
1859-07,1859,7,19.5,,,,
1859-08,1859,8,19.6,,,,
1859-09,1859,9,13.4,,,,
1859-10,1859,10,6.6,,,,
1859-11,1859,11,3.6,,,,
1859-12,1859,12,-7.2,,,,
1860-01,1860,1,-4.6,,,,
1860-02,1860,2,-5.3,,,,
1860-03,1860,3,1.5,,,,
1860-04,1860,4,4.3,,,,
1860-05,1860,5,13.3,,,,
1860-06,1860,6,17.8,,,,
1860-07,1860,7,18.1,,,,
1860-08,1860,8,18.4,,,,
1860-09,1860,9,13,,,,
1860-10,1860,10,8.7,,,,
1860-11,1860,11,3.6,,,,
1860-12,1860,12,-4.5,,,,
1861-01,1861,1,-6.9,,,,
1861-02,1861,2,-3.6,,,,
1861-03,1861,3,-2.8,,,,
1861-04,1861,4,5.9,,,,
1861-05,1861,5,8.9,,,,
1861-06,1861,6,16.1,,,,
1861-07,1861,7,18.6,,,,
1861-08,1861,8,19.1,,,,
1861-09,1861,9,15.1,,,,
1861-10,1861,10,9.2,,,,
1861-11,1861,11,3,,,,
1861-12,1861,12,-0.8,,,,
1862-01,1862,1,-5.9,,,,
1862-02,1862,2,-5.7,,,,
1862-03,1862,3,-1.7,,,,
1862-04,1862,4,4.4,,,,
1862-05,1862,5,11,,,,
1862-06,1862,6,15.6,,,,
1862-07,1862,7,19.6,,,,
1862-08,1862,8,19.6,,,,
1862-09,1862,9,15.8,,,,
1862-10,1862,10,9,,,,
1862-11,1862,11,2,,,,
1862-12,1862,12,-1.7,,,,
1863-01,1863,1,-2.1,,,,
1863-02,1863,2,-5.2,,,,
1863-03,1863,3,-3.3,,,,
1863-04,1863,4,5.4,,,,
1863-05,1863,5,12.7,,,,
1863-06,1863,6,16,,,,
1863-07,1863,7,19.6,,,,
1863-08,1863,8,19.4,,,,
1863-09,1863,9,13.2,,,,
1863-10,1863,10,8.2,,,,
1863-11,1863,11,4,,,,
1863-12,1863,12,-2.6,,,,
1864-01,1864,1,-4.8,,,,
1864-02,1864,2,-3.8,,,,
1864-03,1864,3,-1.7,,,,
1864-04,1864,4,5.1,,,,
1864-05,1864,5,12.5,,,,
1864-06,1864,6,17.2,,,,
1864-07,1864,7,21.1,,,,
1864-08,1864,8,20.8,,,,
1864-09,1864,9,13.6,,,,
1864-10,1864,10,7.8,,,,
1864-11,1864,11,2.9,,,,
1864-12,1864,12,-3.4,,,,
1865-01,1865,1,-8.1,,,,
1865-02,1865,2,-5.5,,,,
1865-03,1865,3,0.2,,,,
1865-04,1865,4,6,,,,
1865-05,1865,5,11.4,,,,
1865-06,1865,6,18.6,,,,
1865-07,1865,7,18.3,,,,
1865-08,1865,8,18.5,,,,
1865-09,1865,9,18.7,,,,
1865-10,1865,10,7.4,,,,
1865-11,1865,11,3.9,,,,
1865-12,1865,12,-1.7,,,,
1866-01,1866,1,-7,,,,
1866-02,1866,2,-5.5,,,,
1866-03,1866,3,-2.6,,,,
1866-04,1866,4,7,,,,
1866-05,1866,5,9.3,,,,
1866-06,1866,6,15.8,,,,
1866-07,1866,7,21.2,,,,
1866-08,1866,8,16.2,,,,
1866-09,1866,9,13.6,,,,
1866-10,1866,10,10.4,,,,
1866-11,1866,11,3.7,,,,
1866-12,1866,12,-3.5,,,,
1867-01,1867,1,-8.1,,,,
1867-02,1867,2,-2.2,,,,
1867-03,1867,3,-2.5,,,,
1867-04,1867,4,4.9,,,,
1867-05,1867,5,8.5,,,,
1867-06,1867,6,18.2,,,,
1867-07,1867,7,20.1,,,,
1867-08,1867,8,20.5,,,,
1867-09,1867,9,15.1,,,,
1867-10,1867,10,10.4,,,,
1867-11,1867,11,3.9,,,,
1867-12,1867,12,-5.3,,,,
1868-01,1868,1,-7.8,,,,
1868-02,1868,2,-8.1,,,,
1868-03,1868,3,-0.3,,,,
1868-04,1868,4,3.4,,,,
1868-05,1868,5,11.2,,,,
1868-06,1868,6,16.4,,,,
1868-07,1868,7,24.4,,,,
1868-08,1868,8,19.8,,,,
1868-09,1868,9,14,,,,
1868-10,1868,10,6.2,,,,
1868-11,1868,11,2.6,,,,
1868-12,1868,12,-4.9,,,,
1869-01,1869,1,-2.1,,,,
1869-02,1869,2,-4.5,,,,
1869-03,1869,3,-4.7,,,,
1869-04,1869,4,4.6,,,,
1869-05,1869,5,10.4,,,,
1869-06,1869,6,14.8,,,,
1869-07,1869,7,18.6,,,,
1869-08,1869,8,17.7,,,,
1869-09,1869,9,16.5,,,,
1869-10,1869,10,6.1,,,,
1869-11,1869,11,0.3,,,,
1869-12,1869,12,-1.6,,,,
1870-01,1870,1,-3.9,,,,
1870-02,1870,2,-5.9,,,,
1870-03,1870,3,-2.9,,,,
1870-04,1870,4,7.3,,,,
1870-05,1870,5,13.9,,,,
1870-06,1870,6,19.4,,,,
1870-07,1870,7,20.5,,,,
1870-08,1870,8,19.5,,,,
1870-09,1870,9,16.5,,,,
1870-10,1870,10,10.5,,,,
1870-11,1870,11,2.9,,,,
1870-12,1870,12,-3.2,,,,
1871-01,1871,1,-6.2,,,,
1871-02,1871,2,-4.9,,,,
1871-03,1871,3,1.6,,,,
1871-04,1871,4,6.8,,,,
1871-05,1871,5,12,,,,
1871-06,1871,6,16.6,,,,
1871-07,1871,7,18.9,,,,
1871-08,1871,8,19.9,,,,
1871-09,1871,9,13.2,,,,
1871-10,1871,10,9.7,,,,
1871-11,1871,11,-0.4,,,,
1871-12,1871,12,-5.4,,,,
1872-01,1872,1,-6.2,,,,
1872-02,1872,2,-6.2,,,,
1872-03,1872,3,-6.1,,,,
1872-04,1872,4,4.8,,,,
1872-05,1872,5,11,,,,
1872-06,1872,6,17.1,,,,
1872-07,1872,7,21.2,,,,
1872-08,1872,8,21,,,,
1872-09,1872,9,15.4,,,,
1872-10,1872,10,7.6,,,,
1872-11,1872,11,0.8,,,,
1872-12,1872,12,-8.2,,,,
1873-01,1873,1,-8.3,,,,
1873-02,1873,2,-7.5,,,,
1873-03,1873,3,-3.3,,,,
1873-04,1873,4,4.2,,,,
1873-05,1873,5,11,,,,
1873-06,1873,6,17.3,,,,
1873-07,1873,7,20,,,,
1873-08,1873,8,19.1,,,,
1873-09,1873,9,13.7,,,,
1873-10,1873,10,7.6,,,,
1873-11,1873,11,-2.4,,,,
1873-12,1873,12,-2,,,,
1874-01,1874,1,-4.3,,,,
1874-02,1874,2,-5.6,,,,
1874-03,1874,3,-1.4,,,,
1874-04,1874,4,0.8,,,,
1874-05,1874,5,11.5,,,,
1874-06,1874,6,17.1,,,,
1874-07,1874,7,19.5,,,,
1874-08,1874,8,19.3,,,,
1874-09,1874,9,17.4,,,,
1874-10,1874,10,8.5,,,,
1874-11,1874,11,1.7,,,,
1874-12,1874,12,-3.9,,,,
1875-01,1875,1,-9.2,,,,
1875-02,1875,2,-12.6,,,,
1875-03,1875,3,-4.9,,,,
1875-04,1875,4,2.5,,,,
1875-05,1875,5,10.9,,,,
1875-06,1875,6,16.1,,,,
1875-07,1875,7,19.2,,,,
1875-08,1875,8,18.7,,,,
1875-09,1875,9,13.3,,,,
1875-10,1875,10,6.4,,,,
1875-11,1875,11,-0.1,,,,
1875-12,1875,12,-2.9,,,,
1876-01,1876,1,-1.3,,,,
1876-02,1876,2,-5,,,,
1876-03,1876,3,-3.3,,,,
1876-04,1876,4,3.6,,,,
1876-05,1876,5,10.7,,,,
1876-06,1876,6,18.6,,,,
1876-07,1876,7,20.3,,,,
1876-08,1876,8,21.2,,,,
1876-09,1876,9,14.3,,,,
1876-10,1876,10,5.9,,,,
1876-11,1876,11,2.9,,,,
1876-12,1876,12,-8.3,,,,
1877-01,1877,1,-8.8,,,,
1877-02,1877,2,-2,,,,
1877-03,1877,3,-3.6,,,,
1877-04,1877,4,6.5,,,,
1877-05,1877,5,12,,,,
1877-06,1877,6,16.7,,,,
1877-07,1877,7,21.1,,,,
1877-08,1877,8,20.9,,,,
1877-09,1877,9,16.6,,,,
1877-10,1877,10,9.9,,,,
1877-11,1877,11,3,,,,
1877-12,1877,12,1.2,,,,
1878-01,1878,1,-4.5,,,,
1878-02,1878,2,-3,,,,
1878-03,1878,3,3.2,,,,
1878-04,1878,4,9.7,,,,
1878-05,1878,5,11.5,,,,
1878-06,1878,6,17,,,,
1878-07,1878,7,22.4,,,,
1878-08,1878,8,20.5,,,,
1878-09,1878,9,16.4,,,,
1878-10,1878,10,9.6,,,,
1878-11,1878,11,2.4,,,,
1878-12,1878,12,-4.2,,,,
1879-01,1879,1,-7.1,,,,
1879-02,1879,2,-8.1,,,,
1879-03,1879,3,-1.8,,,,
1879-04,1879,4,4.2,,,,
1879-05,1879,5,12,,,,
1879-06,1879,6,16.6,,,,
1879-07,1879,7,20.5,,,,
1879-08,1879,8,18.5,,,,
1879-09,1879,9,13.2,,,,
1879-10,1879,10,12.7,,,,
1879-11,1879,11,2,,,,
1879-12,1879,12,-3.3,,,,
1880-01,1880,1,0.4,,,,
1880-02,1880,2,-2.6,,,,
1880-03,1880,3,-1.6,,,,
1880-04,1880,4,5.3,,,,
1880-05,1880,5,14.7,,,,
1880-06,1880,6,18.7,,,,
1880-07,1880,7,19.8,,,,
1880-08,1880,8,19.3,,,,
1880-09,1880,9,15.8,,,,
1880-10,1880,10,7.3,,,,
1880-11,1880,11,-1.2,,,,
1880-12,1880,12,-6.1,,,,
1881-01,1881,1,-9,,,,
1881-02,1881,2,-7.1,,,,
1881-03,1881,3,-1.1,,,,
1881-04,1881,4,4.3,,,,
1881-05,1881,5,14.6,,,,
1881-06,1881,6,15.3,,,,
1881-07,1881,7,21.5,,,,
1881-08,1881,8,21.2,,,,
1881-09,1881,9,20.2,,,,
1881-10,1881,10,9.9,,,,
1881-11,1881,11,2.8,,,,
1881-12,1881,12,1,,,,
1882-01,1882,1,-5.1,,,,
1882-02,1882,2,-1,,,,
1882-03,1882,3,-0.2,,,,
1882-04,1882,4,4.6,,,,
1882-05,1882,5,9.5,,,,
1882-06,1882,6,16.3,,,,
1882-07,1882,7,19.4,,,,
1882-08,1882,8,19.8,,,,
1882-09,1882,9,16.4,,,,
1882-10,1882,10,10.9,,,,
1882-11,1882,11,2,,,,
1882-12,1882,12,-3.7,,,,
1883-01,1883,1,-8.2,,,,
1883-02,1883,2,-7,,,,
1883-03,1883,3,-5.9,,,,
1883-04,1883,4,3.5,,,,
1883-05,1883,5,9.6,,,,
1883-06,1883,6,16.6,,,,
1883-07,1883,7,18.5,,,,
1883-08,1883,8,17.6,,,,
1883-09,1883,9,12.6,,,,
1883-10,1883,10,7.2,,,,
1883-11,1883,11,2.8,,,,
1883-12,1883,12,-3.5,,,,
1884-01,1884,1,-9.3,,,,
1884-02,1884,2,-4.9,,,,
1884-03,1884,3,-2.3,,,,
1884-04,1884,4,5,,,,
1884-05,1884,5,10.6,,,,
1884-06,1884,6,18.2,,,,
1884-07,1884,7,17.8,,,,
1884-08,1884,8,18.5,,,,
1884-09,1884,9,16.5,,,,
1884-10,1884,10,9.1,,,,
1884-11,1884,11,1.1,,,,
1884-12,1884,12,-3.8,,,,
1885-01,1885,1,-8.2,,,,
1885-02,1885,2,-11.9,,,,
1885-03,1885,3,-8.2,,,,
1885-04,1885,4,2.9,,,,
1885-05,1885,5,11,,,,
1885-06,1885,6,15.6,,,,
1885-07,1885,7,19.9,,,,
1885-08,1885,8,17.3,,,,
1885-09,1885,9,13.8,,,,
1885-10,1885,10,7.6,,,,
1885-11,1885,11,3.5,,,,
1885-12,1885,12,-2.6,,,,
1886-01,1886,1,-7.4,,,,
1886-02,1886,2,-7.7,,,,
1886-03,1886,3,-1.2,,,,
1886-04,1886,4,7.2,,,,
1886-05,1886,5,11.7,,,,
1886-06,1886,6,16.2,,,,
1886-07,1886,7,19,,,,
1886-08,1886,8,18.7,,,,
1886-09,1886,9,14.9,,,,
1886-10,1886,10,9.1,,,,
1886-11,1886,11,2,,,,
1886-12,1886,12,-6.2,,,,
1887-01,1887,1,-8,,,,
1887-02,1887,2,-5.9,,,,
1887-03,1887,3,-4.1,,,,
1887-04,1887,4,4.2,,,,
1887-05,1887,5,14.6,,,,
1887-06,1887,6,17.5,,,,
1887-07,1887,7,22.9,,,,
1887-08,1887,8,19,,,,
1887-09,1887,9,13.6,,,,
1887-10,1887,10,6.6,,,,
1887-11,1887,11,1.6,,,,
1887-12,1887,12,-2.3,,,,
1888-01,1888,1,-9.6,,,,
1888-02,1888,2,-6,,,,
1888-03,1888,3,-5.4,,,,
1888-04,1888,4,4,,,,
1888-05,1888,5,10.6,,,,
1888-06,1888,6,18.1,,,,
1888-07,1888,7,19,,,,
1888-08,1888,8,19.1,,,,
1888-09,1888,9,13.7,,,,
1888-10,1888,10,6.3,,,,
1888-11,1888,11,3.1,,,,
1888-12,1888,12,-1.5,,,,
1889-01,1889,1,-2.5,,,,
1889-02,1889,2,-8.3,,,,
1889-03,1889,3,0.5,,,,
1889-04,1889,4,6.3,,,,
1889-05,1889,5,12.2,,,,
1889-06,1889,6,15.8,,,,
1889-07,1889,7,20.6,,,,
1889-08,1889,8,18.7,,,,
1889-09,1889,9,15.7,,,,
1889-10,1889,10,6,,,,
1889-11,1889,11,3.7,,,,
1889-12,1889,12,1.2,,,,
1890-01,1890,1,-1.4,,,,
1890-02,1890,2,-2.4,,,,
1890-03,1890,3,-2.3,,,,
1890-04,1890,4,5.7,,,,
1890-05,1890,5,10.1,,,,
1890-06,1890,6,18.7,,,,
1890-07,1890,7,19.8,,,,
1890-08,1890,8,18.1,,,,
1890-09,1890,9,14.2,,,,
1890-10,1890,10,9.2,,,,
1890-11,1890,11,2.8,,,,
1890-12,1890,12,-5.3,,,,
1891-01,1891,1,-4.9,,,,
1891-02,1891,2,-2.4,,,,
1891-03,1891,3,-1.9,,,,
1891-04,1891,4,6.4,,,,
1891-05,1891,5,10.8,,,,
1891-06,1891,6,18,,,,
1891-07,1891,7,17.9,,,,
1891-08,1891,8,18.9,,,,
1891-09,1891,9,17.3,,,,
1891-10,1891,10,8.7,,,,
1891-11,1891,11,2.6,,,,
1891-12,1891,12,0.8,,,,
1892-01,1892,1,-7,,,,
1892-02,1892,2,-4.4,,,,
1892-03,1892,3,-2.3,,,,
1892-04,1892,4,5.3,,,,
1892-05,1892,5,10.9,,,,
1892-06,1892,6,18.6,,,,
1892-07,1892,7,20.1,,,,
1892-08,1892,8,19.8,,,,
1892-09,1892,9,15.7,,,,
1892-10,1892,10,8.7,,,,
1892-11,1892,11,1.7,,,,
1892-12,1892,12,-3.6,,,,
1893-01,1893,1,-10,,,,
1893-02,1893,2,-7.6,,,,
1893-03,1893,3,-1.7,,,,
1893-04,1893,4,4.4,,,,
1893-05,1893,5,11.1,,,,
1893-06,1893,6,19.3,,,,
1893-07,1893,7,20.2,,,,
1893-08,1893,8,19.3,,,,
1893-09,1893,9,14.1,,,,
1893-10,1893,10,9.2,,,,
1893-11,1893,11,2.9,,,,
1893-12,1893,12,-4.7,,,,
1894-01,1894,1,-2.1,,,,
1894-02,1894,2,-6.5,,,,
1894-03,1894,3,2.1,,,,
1894-04,1894,4,6.9,,,,
1894-05,1894,5,11.3,,,,
1894-06,1894,6,19.3,,,,
1894-07,1894,7,20.6,,,,
1894-08,1894,8,18.6,,,,
1894-09,1894,9,17.1,,,,
1894-10,1894,10,10.2,,,,
1894-11,1894,11,1.2,,,,
1894-12,1894,12,-0.4,,,,
1895-01,1895,1,-6.1,,,,
1895-02,1895,2,-8.7,,,,
1895-03,1895,3,-4.4,,,,
1895-04,1895,4,6.3,,,,
1895-05,1895,5,13,,,,
1895-06,1895,6,19.9,,,,
1895-07,1895,7,19.1,,,,
1895-08,1895,8,18.8,,,,
1895-09,1895,9,16,,,,
1895-10,1895,10,6.1,,,,
1895-11,1895,11,2.8,,,,
1895-12,1895,12,-1.3,,,,
1896-01,1896,1,-5.8,,,,
1896-02,1896,2,-5.5,,,,
1896-03,1896,3,-4.9,,,,
1896-04,1896,4,8,,,,
1896-05,1896,5,15.7,,,,
1896-06,1896,6,18.1,,,,
1896-07,1896,7,20.8,,,,
1896-08,1896,8,19.8,,,,
1896-09,1896,9,14.1,,,,
1896-10,1896,10,7.2,,,,
1896-11,1896,11,4.3,,,,
1896-12,1896,12,-2.4,,,,
1897-01,1897,1,-5.1,,,,
1897-02,1897,2,-4.1,,,,
1897-03,1897,3,-0.2,,,,
1897-04,1897,4,6.3,,,,
1897-05,1897,5,11.6,,,,
1897-06,1897,6,16.4,,,,
1897-07,1897,7,22.5,,,,
1897-08,1897,8,18.6,,,,
1897-09,1897,9,16.3,,,,
1897-10,1897,10,10.6,,,,
1897-11,1897,11,3.7,,,,
1897-12,1897,12,-2.2,,,,
1898-01,1898,1,-3.8,,,,
1898-02,1898,2,-4.2,,,,
1898-03,1898,3,2.8,,,,
1898-04,1898,4,6.5,,,,
1898-05,1898,5,13.3,,,,
1898-06,1898,6,18.8,,,,
1898-07,1898,7,21.7,,,,
1898-08,1898,8,21.4,,,,
1898-09,1898,9,17.8,,,,
1898-10,1898,10,10.3,,,,
1898-11,1898,11,2,,,,
1898-12,1898,12,-3.1,,,,
1899-01,1899,1,-5,,,,
1899-02,1899,2,-7.1,,,,
1899-03,1899,3,-2.1,,,,
1899-04,1899,4,7.1,,,,
1899-05,1899,5,13,,,,
1899-06,1899,6,18.6,,,,
1899-07,1899,7,20.5,,,,
1899-08,1899,8,21.1,,,,
1899-09,1899,9,14,,,,
1899-10,1899,10,10.5,,,,
1899-11,1899,11,4.7,,,,
1899-12,1899,12,-1.8,,,,
Jan-00,1900,1,-3.4,,,,
Feb-00,1900,2,-6.7,,,,
Mar-00,1900,3,-4.8,,,,
Apr-00,1900,4,7.5,,,,
May-00,1900,5,12.9,,,,
Jun-00,1900,6,18.4,,,,
Jul-00,1900,7,20.6,,,,
Aug-00,1900,8,22.5,,,,
Sep-00,1900,9,17.9,,,,
Oct-00,1900,10,13.4,,,,
Nov-00,1900,11,3.7,,,,
Dec-00,1900,12,-1.7,,,,
Jan-01,1901,1,-4.7,,,,
Feb-01,1901,2,-8.5,,,,
Mar-01,1901,3,-1.2,,,,
Apr-01,1901,4,8,,,,
May-01,1901,5,12.5,,,,
Jun-01,1901,6,18.5,,,,
Jul-01,1901,7,22.9,,,,
Aug-01,1901,8,20.7,,,,
Sep-01,1901,9,16.6,,,,
Oct-01,1901,10,9.4,,,,
Nov-01,1901,11,1.4,,,,
Dec-01,1901,12,-3,,,,
Jan-02,1902,1,-4.8,,,,
Feb-02,1902,2,-6,,,,
Mar-02,1902,3,3.1,,,,
Apr-02,1902,4,6.7,,,,
May-02,1902,5,11.9,,,,
Jun-02,1902,6,15.6,,,,
Jul-02,1902,7,20.5,,,,
Aug-02,1902,8,18.6,,,,
Sep-02,1902,9,15.7,,,,
Oct-02,1902,10,9.3,,,,
Nov-02,1902,11,6.1,,,,
